ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours
167,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,2.3,None,N/A,N/A,>70°,0
168,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,2.4,None,N/A,N/A,>70°,0
169,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,2.6,None,N/A,N/A,>70°,0
170,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,2.8,None,N/A,N/A,>70°,0
171,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,2.7,None,N/A,N/A,>70°,0
172,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,2.8,None,N/A,N/A,>70°,0
173,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,3.0,None,N/A,N/A,>70°,0
174,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,3.3,None,N/A,N/A,>70°,0
175,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,3.4,None,N/A,N/A,>70°,0
176,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,1.2,None,N/A,N/A,>70°,0
177,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,1.3,None,N/A,N/A,>70°,0
178,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,1.3,None,N/A,N/A,>70°,0
179,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,1.5,None,N/A,N/A,>70°,0
180,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,1.5,None,N/A,N/A,>70°,0
181,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,1.5,None,N/A,N/A,>70°,0
182,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,1.6,None,N/A,N/A,>70°,0
183,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,1.7,None,N/A,N/A,>70°,0
184,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,1.8,None,N/A,N/A,>70°,0
185,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,1.9,None,N/A,N/A,>70°,0
186,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,1.9,None,N/A,N/A,>70°,0
187,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,2.0,None,N/A,N/A,>70°,0
188,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,2.1,None,N/A,N/A,>70°,0
189,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,High,15-25 p/cm³,2.4,None,N/A,N/A,>70°,0
190,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very High,>25 p/cm³,2.5,None,N/A,N/A,>70°,0
191,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,2.4,None,N/A,N/A,>70°,0
192,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,2.5,None,N/A,N/A,>70°,0
193,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,2.6,None,N/A,N/A,>70°,0
194,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,2.9,None,N/A,N/A,>70°,0
195,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,3.0,None,N/A,N/A,>70°,0
196,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,3.0,None,N/A,N/A,>70°,0
197,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Low,3-7 p/cm³,3.1,None,N/A,N/A,>70°,0
198,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,3.3,None,N/A,N/A,>70°,0
199,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,High,15-25 p/cm³,3.6,None,N/A,N/A,>70°,0
200,Quiet,0-2,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,3.8,None,N/A,N/A,>70°,0
201,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,1.3,None,N/A,N/A,>70°,0
202,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,1.4,None,N/A,N/A,>70°,0
203,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,1.4,None,N/A,N/A,>70°,0
204,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,1.6,None,N/A,N/A,>70°,0
205,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Very High,>25 p/cm³,1.7,None,N/A,N/A,>70°,0
206,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,1.6,None,N/A,N/A,>70°,0
207,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,1.7,None,N/A,N/A,>70°,0
208,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,1.8,None,N/A,N/A,>70°,0
209,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,2.0,None,N/A,N/A,>70°,0
210,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,2.1,None,N/A,N/A,>70°,0
211,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,2.1,None,N/A,N/A,>70°,0
212,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,2.2,None,N/A,N/A,>70°,0
213,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,2.3,None,N/A,N/A,>70°,0
214,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,2.6,None,N/A,N/A,>70°,0
215,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,2.7,None,N/A,N/A,>70°,0
216,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,2.6,None,N/A,N/A,>70°,0
217,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,2.7,None,N/A,N/A,>70°,0
218,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,2.9,None,N/A,N/A,>70°,0
219,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,3.2,None,N/A,N/A,>70°,0
220,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,3.3,None,N/A,N/A,>70°,0
221,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,3.2,None,N/A,N/A,>70°,0
222,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,3.4,None,N/A,N/A,>70°,0
223,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,3.6,None,N/A,N/A,>70°,0
224,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,4.0,None,N/A,N/A,>70°,0
225,Quiet,0-2,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,4.1,None,N/A,N/A,>70°,0
226,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,1.5,None,N/A,N/A,>70°,0
227,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Low,3-7 p/cm³,1.5,None,N/A,N/A,>70°,0
228,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,1.6,None,N/A,N/A,>70°,0
229,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,High,15-25 p/cm³,1.8,None,N/A,N/A,>70°,0
230,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very High,>25 p/cm³,1.9,None,N/A,N/A,>70°,0
231,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,1.8,None,N/A,N/A,>70°,0
232,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,1.9,None,N/A,N/A,>70°,0
233,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,2.0,None,N/A,N/A,>70°,0
234,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,2.2,None,N/A,N/A,>70°,0
235,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,2.3,None,N/A,N/A,>70°,0
236,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,2.4,None,N/A,N/A,>70°,0
237,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,2.5,None,N/A,N/A,>70°,0
238,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,2.6,None,N/A,N/A,>70°,0
239,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,High,15-25 p/cm³,2.9,None,N/A,N/A,>70°,0
240,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,3.0,None,N/A,N/A,>70°,0
241,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,2.9,None,N/A,N/A,>70°,0
242,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,3.1,None,N/A,N/A,>70°,0
243,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,3.2,None,N/A,N/A,>70°,0
244,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,3.6,None,N/A,N/A,>70°,0
245,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,3.7,None,N/A,N/A,>70°,0
246,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,3.6,None,N/A,N/A,>70°,0
247,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,3.8,None,N/A,N/A,>70°,0
248,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,4.1,None,N/A,N/A,>70°,0
249,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,4.5,None,N/A,N/A,>70°,0
250,Quiet,0-2,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,4.7,None,N/A,N/A,>70°,0
251,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,2.1,None,N/A,N/A,>70°,0
252,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,2.3,None,N/A,N/A,>70°,0
253,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,2.4,None,N/A,N/A,>70°,0
254,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,2.6,None,N/A,N/A,>70°,0
255,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,2.7,None,N/A,N/A,>70°,0
256,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,2.7,None,N/A,N/A,>70°,0
257,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,2.8,None,N/A,N/A,>70°,0
258,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,3.0,None,N/A,N/A,>70°,0
259,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,3.3,None,N/A,N/A,>70°,0
260,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,3.4,None,N/A,N/A,>70°,0
261,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,3.5,None,N/A,N/A,>70°,0
262,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,3.7,None,N/A,N/A,>70°,0
263,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,3.9,None,N/A,N/A,>70°,0
264,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,4.3,None,N/A,N/A,>70°,0
265,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,4.4,None,N/A,N/A,>70°,0
266,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,4.3,None,N/A,N/A,>70°,0
267,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,4.5,None,N/A,N/A,>70°,0
268,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,4.8,None,N/A,N/A,>70°,0
269,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,5.2,None,N/A,N/A,>70°,0
270,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,5.5,None,N/A,N/A,>70°,0
271,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,5.4,None,N/A,N/A,>70°,0
272,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,5.7,None,N/A,N/A,>70°,0
273,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,6.0,None,N/A,N/A,>70°,0
274,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,6.5,None,N/A,N/A,>70°,0
275,Quiet,0-2,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,6.8,None,N/A,N/A,>70°,0
276,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,2.5,None,N/A,N/A,>70°,0
277,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,2.7,None,N/A,N/A,>70°,0
278,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,2.8,None,N/A,N/A,>70°,0
279,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,3.1,None,N/A,N/A,>70°,0
280,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,3.2,None,N/A,N/A,>70°,0
281,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,3.1,None,N/A,N/A,>70°,0
282,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,3.3,None,N/A,N/A,>70°,0
283,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,3.5,None,N/A,N/A,>70°,0
284,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,3.9,None,N/A,N/A,>70°,0
285,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,4.0,None,N/A,N/A,>70°,0
286,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,4.1,None,N/A,N/A,>70°,0
287,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,4.3,None,N/A,N/A,>70°,0
288,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,4.5,None,N/A,N/A,>70°,0
289,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,5.0,None,N/A,N/A,>70°,0
290,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,5.2,None,N/A,N/A,>70°,0
291,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,5.0,None,N/A,N/A,>70°,0
292,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,5.3,None,N/A,N/A,>70°,0
293,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,5.6,None,N/A,N/A,>70°,0
294,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,6.2,None,N/A,N/A,>70°,0
295,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,6.4,None,N/A,N/A,>70°,0
296,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,6.3,None,N/A,N/A,>70°,0
297,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,6.6,None,N/A,N/A,>70°,0
298,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,7.0,None,N/A,N/A,>70°,0
299,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,7.7,None,N/A,N/A,>70°,0
300,Quiet,0-2,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,8.0,None,N/A,N/A,>70°,0
301,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,2.8,None,N/A,N/A,>70°,0
302,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,2.9,None,N/A,N/A,>70°,0
303,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,3.1,None,N/A,N/A,>70°,0
304,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,3.4,None,N/A,N/A,>70°,0
305,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,3.5,None,N/A,N/A,>70°,0
306,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,3.5,None,N/A,N/A,>70°,0
307,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,3.7,None,N/A,N/A,>70°,0
308,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,3.9,None,N/A,N/A,>70°,0
309,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,4.2,None,N/A,N/A,>70°,0
310,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,4.4,None,N/A,N/A,>70°,0
311,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,4.5,None,N/A,N/A,>70°,0
312,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,4.8,None,N/A,N/A,>70°,0
313,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,5.0,None,N/A,N/A,>70°,0
314,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Fast,500-650 km/s,High,15-25 p/cm³,5.5,None,N/A,N/A,>70°,0
315,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very High,>25 p/cm³,5.8,None,N/A,N/A,>70°,0
316,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,5.5,None,N/A,N/A,>70°,0
317,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,5.9,None,N/A,N/A,>70°,0
318,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,6.2,None,N/A,N/A,>70°,0
319,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,6.8,None,N/A,N/A,>70°,0
320,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,7.1,None,N/A,N/A,>70°,0
321,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,6.9,None,N/A,N/A,>70°,0
322,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Extreme,>800 km/s,Low,3-7 p/cm³,7.3,None,N/A,N/A,>70°,0
323,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,7.7,None,N/A,N/A,>70°,0
324,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Extreme,>800 km/s,High,15-25 p/cm³,8.5,None,N/A,N/A,>70°,0
325,Quiet,0-2,Weak Southward,-5 to 0 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,8.9,None,N/A,N/A,>70°,0
326,Quiet,0-2,Weak Southward,-5 to 0 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,3.0,None,N/A,N/A,>70°,0
327,Quiet,0-2,Weak Southward,-5 to 0 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,3.2,None,N/A,N/A,>70°,0
328,Quiet,0-2,Weak Southward,-5 to 0 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,3.4,None,N/A,N/A,>70°,0
329,Quiet,0-2,Weak Southward,-5 to 0 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,3.7,None,N/A,N/A,>70°,0
